age,annual_income,spending_score,debt_ratio,credit_card_count,overdue_count_6m,credit_score,is_overdue
27,7797.0,87,0.62,8,1,456.0,0
49,4491.0,54,0.41,5,1,395.0,0
60,1500.0,10,0.81,6,0,253.0,1
28,5550.0,59,0.13,1,1,381.0,0
37,6402.0,36,0.54,9,0,426.0,0
28,4681.0,72,0.79,6,0,355.0,0
27,7868.0,32,0.76,2,0,468.0,0
66,2969.0,16,0.69,8,0,254.0,1
43,4189.0,66,0.38,1,0,368.0,0
25,1717.0,63,0.85,5,0,260.0,1
56,2334.0,52,0.72,5,0,339.0,0
36,7873.0,91,0.11,4,0,541.0,0
63,6376.0,37,0.51,1,0,404.0,0
57,4651.0,86,0.46,4,1,338.0,0
25,6008.0,17,0.01,9,1,425.0,0
22,4538.0,92,0.12,1,0,415.0,0
68,7994.0,55,0.85,9,0,428.0,0
54,6106.0,38,0.21,2,1,353.0,0
64,6639.0,94,0.01,4,1,461.0,0
29,4214.0,37,0.34,7,0,447.0,0
61,2321.0,89,0.12,9,0,319.0,0
26,5376.0,78,0.55,9,1,368.0,0
29,5748.0,17,0.45,1,1,402.0,0
32,6325.0,21,0.95,8,1,306.0,0
32,6435.0,34,0.46,2,1,363.0,0
23,9108.0,26,0.74,6,0,443.0,0
40,7628.0,95,0.64,2,0,457.0,0
45,3281.0,93,0.67,7,0,331.0,0
30,6197.0,6,0.39,9,1,371.0,0
24,6506.0,85,0.32,5,2,374.0,0
21,2657.0,40,0.27,7,1,257.0,0
32,3475.0,5,0.48,9,0,349.0,0
64,4040.0,12,0.46,3,0,349.0,0
46,6538.0,2,0.55,4,0,488.0,0
32,5036.0,18,0.09,3,1,387.0,0
36,6011.0,93,0.05,9,0,485.0,0
36,5558.0,72,0.58,2,1,404.0,0
36,5265.0,19,0.17,8,1,406.0,0
28,3664.0,17,0.47,7,0,329.0,0
52,2776.0,96,0.2,7,0,389.0,0
45,10011.0,18,0.14,6,0,554.0,0
21,6073.0,15,0.15,1,0,433.0,0
55,9508.0,95,0.09,7,0,557.0,0
34,4854.0,49,0.47,2,1,321.0,0
33,6691.0,95,0.98,7,0,391.0,0
68,3628.0,45,0.96,3,1,248.0,0
55,4662.0,55,0.42,3,0,425.0,0
53,6518.0,54,0.55,6,1,408.0,0
60,5138.0,66,0.19,4,1,398.0,0
33,6814.0,56,0.82,9,1,359.0,0
63,6408.0,67,0.86,9,2,334.0,0
30,1500.0,73,0.93,9,0,263.0,1
32,4434.0,59,0.47,7,1,295.0,0
26,5966.0,61,0.61,6,0,375.0,0
53,2497.0,63,0.62,3,0,342.0,0
44,4016.0,10,0.89,2,0,310.0,0
61,2301.0,32,0.47,2,0,316.0,0
28,3901.0,1,0.83,6,2,226.0,0
62,7287.0,16,0.21,3,1,459.0,0
28,6407.0,12,0.0,9,0,509.0,0
36,5986.0,61,0.97,1,0,407.0,0
68,5893.0,66,0.46,5,0,483.0,0
35,5080.0,5,0.6,3,3,249.0,1
25,6141.0,15,0.67,1,2,308.0,0
45,5900.0,56,0.25,1,1,394.0,0
62,1500.0,41,0.17,5,0,331.0,0
61,4626.0,76,0.46,9,0,394.0,0
59,5750.0,8,0.37,9,2,309.0,0
66,5092.0,52,0.16,2,0,451.0,0
53,5640.0,23,0.09,7,1,415.0,0
44,5724.0,77,0.35,2,0,452.0,0
36,3233.0,38,0.36,2,0,371.0,0
46,6571.0,92,0.94,4,1,353.0,0
28,3364.0,77,0.2,2,0,334.0,0
28,2375.0,7,0.71,1,0,319.0,0
26,3687.0,21,0.75,8,1,263.0,1
39,7109.0,9,0.55,9,0,457.0,0
22,2474.0,80,0.29,2,0,350.0,0
52,3163.0,44,0.07,2,1,355.0,0
38,4897.0,81,0.39,8,1,353.0,0
26,3474.0,40,0.19,7,0,389.0,0
53,5651.0,94,0.43,7,0,446.0,0
59,3198.0,57,0.58,2,0,344.0,0
66,5832.0,30,0.4,6,2,330.0,0
56,7606.0,51,0.33,2,1,398.0,0
46,6993.0,46,0.93,4,0,442.0,0
60,2580.0,31,0.18,1,0,399.0,0
30,5086.0,45,0.62,4,2,307.0,0
68,6141.0,42,0.58,7,0,401.0,0
34,3955.0,45,0.0,8,0,431.0,0
38,3708.0,10,0.17,6,0,370.0,0
28,1500.0,77,0.88,9,1,199.0,1
25,3245.0,86,0.43,1,1,308.0,0
44,4746.0,78,0.47,3,1,304.0,0
60,7598.0,84,0.35,5,0,484.0,0
32,3041.0,12,0.63,8,0,345.0,0
31,1500.0,72,0.53,6,0,261.0,1
55,3018.0,90,0.07,3,0,398.0,0
45,8169.0,31,0.12,8,0,507.0,0
27,6357.0,54,0.49,8,1,396.0,0
63,5499.0,48,0.29,4,1,377.0,0
48,7223.0,61,0.05,4,0,552.0,0
41,1569.0,68,0.42,6,1,202.0,1
55,4039.0,9,0.82,8,0,334.0,0
41,2922.0,86,0.21,7,1,336.0,0
47,5795.0,18,0.13,2,0,420.0,0
29,1500.0,22,0.3,5,1,260.0,1
67,5207.0,49,0.89,2,0,365.0,0
61,6489.0,78,0.96,2,0,370.0,0
55,4652.0,42,0.84,1,2,193.0,1
63,2034.0,90,0.51,6,0,335.0,0
65,6720.0,8,0.86,5,2,313.0,0
40,7901.0,40,0.87,2,1,415.0,0
47,4808.0,29,0.46,7,2,277.0,1
55,4454.0,4,0.76,6,0,428.0,0
30,8078.0,33,0.62,3,0,436.0,0
60,3959.0,45,0.88,6,0,330.0,0
37,4871.0,41,0.03,9,1,437.0,0
32,3801.0,2,0.07,9,0,417.0,0
37,5032.0,73,0.18,2,0,452.0,0
59,4364.0,47,0.42,5,1,374.0,0
20,4505.0,39,0.26,3,0,359.0,0
61,7198.0,55,0.2,7,0,536.0,0
52,3080.0,4,0.77,7,0,323.0,0
42,6151.0,17,0.19,3,0,454.0,0
37,2371.0,54,0.34,1,1,204.0,0
46,3165.0,57,0.33,6,1,266.0,0
33,5176.0,62,0.02,5,1,363.0,0
48,4558.0,32,0.58,6,1,374.0,0
20,1500.0,26,0.43,7,0,320.0,0
25,5700.0,23,0.04,4,0,503.0,0
61,4020.0,82,0.94,3,1,282.0,1
45,7364.0,56,0.5,2,0,415.0,0
24,5434.0,72,0.86,9,2,270.0,1
59,5336.0,43,0.74,8,0,406.0,0
65,6192.0,81,0.92,7,0,405.0,0
68,1500.0,1,0.4,6,0,291.0,1
34,3393.0,66,0.0,8,2,305.0,0
47,5488.0,12,0.34,7,1,386.0,0
32,4643.0,97,0.98,1,1,290.0,1
52,5286.0,6,0.37,9,0,397.0,0
69,3858.0,22,0.0,9,0,410.0,0
62,4122.0,24,0.6,7,0,350.0,0
23,6271.0,40,0.31,5,0,411.0,0
21,7966.0,48,0.87,8,0,429.0,0
36,3573.0,79,0.4,8,0,378.0,0
59,5507.0,47,0.84,1,0,378.0,0
58,7570.0,51,0.59,7,1,395.0,0
67,2785.0,72,0.25,2,0,404.0,0
60,8248.0,34,0.16,3,0,470.0,0
23,5833.0,26,0.19,6,1,451.0,0
23,7388.0,52,0.67,3,0,462.0,0
46,4608.0,12,0.44,8,0,428.0,0
44,4086.0,72,0.96,1,0,324.0,0
42,5067.0,91,0.16,3,0,486.0,0
45,5619.0,51,0.86,6,1,322.0,0
20,4750.0,49,0.71,3,0,370.0,0
54,3219.0,7,0.01,2,0,414.0,0
44,7327.0,26,0.96,3,0,424.0,0
41,5271.0,15,0.69,8,2,315.0,0
62,6050.0,84,0.21,3,0,459.0,0
44,4468.0,69,0.27,4,1,298.0,0
51,7755.0,93,0.28,9,0,508.0,0
34,8274.0,51,0.84,8,0,419.0,0
50,3894.0,51,0.82,3,0,292.0,0
38,3160.0,29,0.23,3,0,293.0,0
50,5778.0,46,0.24,8,1,456.0,0
30,2803.0,68,0.49,1,0,322.0,0
27,7378.0,65,0.66,7,2,368.0,0
31,3130.0,40,0.87,8,0,316.0,0
21,4972.0,7,0.14,2,0,427.0,0
46,3344.0,52,0.03,3,0,442.0,0
50,5065.0,40,0.63,6,0,345.0,0
67,2917.0,44,0.22,7,1,360.0,0
68,8945.0,81,0.86,4,0,517.0,0
43,2729.0,15,0.02,6,1,313.0,0
43,7091.0,56,0.68,5,0,488.0,0
35,7668.0,89,0.2,6,0,537.0,0
48,2380.0,5,0.91,7,0,349.0,0
63,5946.0,21,0.84,2,0,413.0,0
60,7671.0,76,0.51,1,1,380.0,0
39,5838.0,86,0.8,5,0,420.0,0
65,5058.0,5,0.15,4,0,440.0,0
45,1500.0,56,0.24,1,0,341.0,0
30,2859.0,52,0.78,7,0,329.0,0
69,4755.0,72,0.87,7,0,368.0,0
21,1500.0,95,0.03,4,2,264.0,1
32,7893.0,95,0.34,6,0,526.0,0
31,5298.0,48,0.65,4,1,312.0,0
26,1500.0,33,0.14,5,1,244.0,0
52,4868.0,3,0.33,2,1,433.0,0
23,3405.0,77,0.99,7,0,345.0,0
69,8211.0,22,0.91,2,0,409.0,0
23,3995.0,75,0.95,2,1,215.0,1
36,9749.0,76,0.5,7,0,530.0,0
33,4707.0,13,0.52,2,0,406.0,0
46,4611.0,51,0.45,2,0,390.0,0
45,3894.0,85,0.91,4,1,287.0,1
43,3038.0,54,0.14,9,0,428.0,0
64,2623.0,52,0.7,1,2,179.0,0
54,8623.0,38,0.42,6,1,484.0,0
22,4060.0,69,0.55,5,0,347.0,0
54,5259.0,86,0.56,1,1,320.0,0
41,2869.0,25,0.21,4,0,374.0,0
34,2898.0,35,0.5,9,1,310.0,0
63,10397.0,26,0.76,5,1,539.0,0
38,6104.0,29,0.35,7,1,325.0,0
65,4631.0,35,0.13,8,1,384.0,0
53,6013.0,55,0.16,9,0,459.0,0
26,7387.0,81,0.1,3,2,471.0,0
48,6042.0,64,0.35,3,0,476.0,0
38,8599.0,96,0.86,6,0,499.0,0
27,2339.0,27,0.16,1,0,284.0,1
23,4429.0,56,0.38,7,0,345.0,0
22,4768.0,69,0.54,9,0,289.0,0
45,1500.0,5,0.73,4,0,326.0,0
55,5031.0,90,0.73,7,0,393.0,0
26,1500.0,39,0.57,7,0,324.0,0
35,6412.0,60,0.68,5,0,399.0,0
52,3356.0,71,0.79,7,1,222.0,0
28,6740.0,29,0.08,4,0,559.0,0
48,6398.0,56,0.71,2,1,388.0,0
33,5949.0,44,0.17,8,1,442.0,0
42,1636.0,60,0.71,4,0,249.0,1
40,5640.0,31,0.22,2,1,431.0,0
29,6276.0,63,0.15,1,0,487.0,0
35,6331.0,75,0.68,8,0,420.0,0
50,3441.0,19,0.83,9,1,270.0,1
22,5586.0,18,0.17,1,0,396.0,0
47,3456.0,89,0.73,4,1,280.0,1
60,6507.0,8,0.85,9,0,453.0,0
44,2691.0,47,0.06,1,0,360.0,0
30,2445.0,51,0.77,9,1,221.0,1
48,5576.0,94,0.26,1,0,399.0,0
64,5906.0,8,0.75,5,1,391.0,0
53,4532.0,7,0.05,8,0,458.0,0
49,6137.0,36,0.18,8,0,487.0,0
48,10276.0,5,0.85,9,2,395.0,0
69,6905.0,77,0.72,4,0,381.0,0
47,5067.0,51,0.23,6,0,441.0,0
36,6288.0,63,0.35,5,0,496.0,0
55,9009.0,76,0.88,3,2,422.0,0
34,6699.0,76,0.68,4,0,467.0,0
34,7352.0,77,0.17,6,0,492.0,0
23,6420.0,24,0.82,2,0,439.0,0
24,3333.0,56,0.59,8,0,332.0,0
51,3777.0,74,0.95,2,1,266.0,1
33,5259.0,20,0.56,8,0,365.0,0
66,4911.0,4,0.64,3,0,362.0,0
57,9686.0,27,0.61,9,1,489.0,0
39,5245.0,75,0.36,7,1,329.0,0
63,5502.0,78,0.76,4,0,397.0,0
37,2703.0,73,0.18,4,0,338.0,0
36,6906.0,75,0.46,9,0,404.0,0
20,1753.0,10,0.4,1,0,308.0,0
49,4902.0,36,0.96,1,0,327.0,0
64,7848.0,34,0.77,4,0,461.0,0
66,10284.0,55,0.7,6,0,520.0,0
29,4363.0,53,0.27,5,0,415.0,0
34,4978.0,60,0.28,1,0,413.0,0
24,6989.0,6,0.33,1,1,435.0,0
43,2150.0,72,0.73,9,0,308.0,0
56,1500.0,12,0.96,4,0,218.0,1
61,4158.0,19,0.85,2,0,319.0,0
49,5280.0,99,0.06,3,0,442.0,0
27,5891.0,67,0.27,8,0,425.0,0
32,6822.0,65,0.9,4,1,370.0,0
68,3778.0,25,0.07,2,0,399.0,0
48,2771.0,93,0.46,2,0,328.0,0
21,6702.0,19,0.18,6,0,419.0,0
23,4097.0,95,0.08,5,1,353.0,0
64,3677.0,25,0.1,6,1,389.0,0
65,5852.0,35,0.34,3,0,466.0,0
54,6566.0,42,0.97,3,0,439.0,0
63,7010.0,48,0.89,8,1,365.0,0
23,7253.0,5,0.34,3,0,461.0,0
44,8148.0,19,0.79,7,1,415.0,0
33,5648.0,90,0.37,7,2,318.0,0
24,5971.0,32,0.16,6,0,449.0,0
23,6816.0,36,0.99,8,0,347.0,0
66,3790.0,55,0.76,7,0,323.0,0
28,6378.0,19,0.37,2,0,497.0,0
56,2090.0,49,0.08,3,0,348.0,0
33,4314.0,60,0.92,8,0,341.0,0
66,4754.0,6,0.33,9,1,381.0,0
31,1768.0,49,0.53,5,1,251.0,0
24,2841.0,99,0.26,9,0,390.0,0
54,5937.0,52,0.65,1,0,407.0,0
57,3643.0,80,0.59,7,0,420.0,0
40,4645.0,54,0.5,5,0,438.0,0
35,6481.0,41,0.83,3,0,452.0,0
28,8728.0,53,0.94,1,0,469.0,0
53,4505.0,46,0.53,5,0,406.0,0
26,7988.0,53,0.01,9,1,463.0,0
51,4742.0,93,0.56,1,0,408.0,0
48,5234.0,7,0.15,8,0,339.0,0
28,3821.0,14,0.46,8,0,408.0,0
30,3043.0,45,0.56,1,0,356.0,0
61,4314.0,78,0.65,4,0,358.0,0
31,9221.0,52,0.99,1,1,387.0,0
37,4747.0,25,0.51,8,2,326.0,0
40,3643.0,79,0.27,2,1,295.0,0
54,3388.0,89,0.64,7,0,320.0,0
65,4603.0,62,0.18,5,1,321.0,0
67,4964.0,72,0.03,5,0,420.0,0
36,3837.0,64,0.61,2,0,393.0,0
44,4340.0,6,0.57,7,1,265.0,0
53,4613.0,31,0.83,3,1,268.0,1
34,5939.0,4,0.57,3,0,477.0,0
50,1724.0,35,0.53,6,0,327.0,0
55,6458.0,28,0.63,5,0,401.0,0
56,6807.0,49,0.77,7,1,328.0,0
41,7738.0,84,0.86,4,1,381.0,0
34,5452.0,38,0.38,1,0,449.0,0
48,4035.0,64,0.06,8,1,371.0,0
41,4589.0,26,0.38,3,0,395.0,0
55,5544.0,73,0.39,3,0,487.0,0
29,3936.0,35,0.79,3,1,287.0,1
55,4796.0,30,0.37,2,0,411.0,0
58,3535.0,86,0.06,5,0,356.0,0
21,3413.0,19,0.24,8,0,371.0,0
26,5214.0,6,0.79,3,1,341.0,0
55,2557.0,89,0.75,1,0,313.0,0
38,5062.0,96,0.44,9,1,349.0,0
37,5570.0,51,0.56,5,0,387.0,0
26,5879.0,26,0.73,8,1,367.0,0
46,4674.0,21,0.96,7,1,291.0,1
32,6019.0,94,0.46,8,1,354.0,0
56,6560.0,30,0.45,8,1,451.0,0
32,7724.0,16,0.54,9,0,428.0,0
47,3236.0,90,0.33,8,0,325.0,0
66,5915.0,43,0.62,3,0,385.0,0
50,2899.0,80,0.01,9,1,335.0,0
68,1500.0,77,0.89,7,0,338.0,0
61,4992.0,19,0.16,4,0,422.0,0
36,5905.0,47,0.43,6,0,385.0,0
36,9961.0,48,0.04,1,2,491.0,0
40,4583.0,71,0.54,9,1,335.0,0
63,2991.0,31,0.0,3,2,300.0,0
69,1500.0,49,0.13,7,2,248.0,1
23,3763.0,23,0.25,4,0,405.0,0
66,5149.0,88,0.39,3,0,442.0,0
26,7102.0,44,0.47,5,0,489.0,0
38,3279.0,32,0.38,6,0,414.0,0
51,3755.0,95,0.01,1,0,421.0,0
42,7841.0,8,0.74,8,0,480.0,0
34,6246.0,68,0.34,9,1,358.0,0
21,3012.0,37,0.19,6,0,324.0,0
47,5185.0,25,0.73,8,0,428.0,0
35,6436.0,18,0.65,7,0,413.0,0
50,4089.0,87,0.2,2,1,307.0,0
67,4827.0,95,0.33,8,1,373.0,0
20,6507.0,63,0.31,7,1,410.0,0
68,3423.0,95,0.78,3,0,339.0,0
61,4546.0,64,0.26,2,0,445.0,0
25,2797.0,97,0.43,8,0,330.0,0
44,4443.0,89,0.32,1,0,416.0,0
34,5057.0,31,0.01,6,0,447.0,0
66,3454.0,28,0.19,3,1,360.0,0
54,2349.0,89,0.18,3,0,427.0,0
59,5988.0,1,0.77,4,0,407.0,0
42,3777.0,97,0.48,8,0,316.0,0
39,2656.0,1,0.21,5,0,408.0,0
54,8329.0,15,0.78,5,1,422.0,0
39,7281.0,11,0.97,8,1,318.0,0
59,4657.0,87,0.87,1,0,319.0,0
69,3889.0,65,0.32,6,1,332.0,0
38,6187.0,53,0.32,7,0,472.0,0
25,4716.0,12,0.93,6,1,281.0,1
22,6168.0,2,0.46,4,1,350.0,0
68,5880.0,75,0.88,3,0,407.0,0
40,1500.0,6,0.25,7,0,264.0,1
27,5437.0,97,0.21,2,1,417.0,0
23,4766.0,43,0.37,7,0,377.0,0
65,5295.0,82,0.27,8,0,322.0,0
56,5407.0,71,0.13,9,1,384.0,0
24,6547.0,30,0.25,5,2,375.0,0
55,4076.0,4,0.19,5,2,278.0,1
21,3882.0,53,0.96,2,0,300.0,0
29,5858.0,65,0.8,8,3,211.0,1
41,5679.0,92,0.78,5,1,368.0,0
36,8147.0,47,0.81,9,0,460.0,0
30,5631.0,44,0.89,8,1,349.0,0
62,5135.0,41,0.78,1,2,206.0,1
60,4924.0,11,0.23,9,1,400.0,0
28,4895.0,73,0.71,3,0,411.0,0
65,5763.0,55,0.29,9,0,438.0,0
56,7445.0,11,0.19,8,0,505.0,0
57,3607.0,3,0.13,7,0,363.0,0
47,3523.0,5,0.53,4,0,367.0,0
38,1500.0,29,0.55,1,0,280.0,1
45,4176.0,69,0.28,4,1,355.0,0
67,5353.0,25,0.57,8,0,390.0,0
48,7997.0,38,0.27,3,0,548.0,0
27,2897.0,86,0.99,7,0,295.0,0
35,6868.0,8,0.49,6,0,490.0,0
20,1500.0,14,0.88,3,1,219.0,1
38,3512.0,5,0.35,7,0,376.0,0
65,5477.0,69,0.52,2,1,329.0,0
22,7868.0,85,0.94,4,0,440.0,0
37,4751.0,53,0.44,5,0,355.0,0
63,4359.0,3,0.98,2,1,292.0,0
32,5227.0,17,0.89,2,1,372.0,0
68,6853.0,41,0.97,5,1,320.0,0
45,4629.0,56,0.18,5,0,430.0,0
45,5276.0,39,0.05,5,0,413.0,0
67,6114.0,38,0.67,5,1,349.0,0
34,1500.0,77,0.54,9,1,206.0,0
54,5210.0,94,0.48,2,1,337.0,0
20,7848.0,87,0.66,2,0,481.0,0
29,5605.0,72,1.0,6,0,413.0,0
39,4412.0,88,0.28,4,0,403.0,0
62,6619.0,96,0.15,1,1,401.0,0
35,4173.0,75,0.64,7,0,351.0,0
52,2601.0,4,0.9,1,1,207.0,1
63,6650.0,66,0.58,3,1,378.0,0
27,9071.0,37,0.57,7,1,444.0,0
57,2737.0,85,0.22,7,1,320.0,0
69,9089.0,72,0.88,7,0,500.0,0
30,2510.0,61,0.34,1,1,312.0,0
61,4485.0,59,0.34,1,0,359.0,0
52,6043.0,35,0.14,3,0,436.0,0
68,4172.0,92,0.36,6,0,383.0,0
40,5363.0,47,0.42,1,0,444.0,0
67,5233.0,25,0.9,4,0,421.0,0
24,3945.0,11,0.9,1,0,317.0,0
57,1500.0,41,0.15,2,1,283.0,1
57,5148.0,37,0.28,6,0,427.0,0
29,4896.0,12,0.81,9,0,376.0,0
41,4188.0,32,0.93,9,0,365.0,0
58,4796.0,40,0.99,7,0,365.0,0
24,4210.0,72,0.88,6,0,346.0,0
32,5490.0,94,0.64,6,0,334.0,0
58,8367.0,15,0.49,7,0,504.0,0
28,2185.0,45,0.23,8,1,291.0,0
42,4318.0,37,0.57,7,0,357.0,0
65,5882.0,18,0.26,2,1,438.0,0
51,5480.0,25,0.37,2,0,364.0,0
59,4828.0,62,0.98,7,0,344.0,0
47,7645.0,19,0.32,9,2,383.0,0
37,3994.0,41,0.69,9,1,285.0,1
49,6877.0,80,0.09,2,1,435.0,0
57,6235.0,73,0.89,8,0,449.0,0
49,5788.0,90,0.34,3,0,462.0,0
49,7242.0,92,0.26,3,0,504.0,0
66,7467.0,35,0.16,1,0,478.0,0
42,4743.0,51,0.04,8,0,431.0,0
24,1500.0,54,0.13,7,1,293.0,0
34,4219.0,36,0.19,4,1,354.0,0
62,1500.0,83,0.79,4,0,277.0,1
52,7017.0,17,0.38,9,3,351.0,0
43,1500.0,61,0.47,1,0,274.0,1
43,5815.0,24,0.58,8,0,441.0,0
32,7665.0,70,0.31,6,1,449.0,0
38,3922.0,36,0.03,7,2,274.0,1
27,7043.0,67,0.71,5,0,473.0,0
22,5290.0,67,0.09,3,2,293.0,0
48,8853.0,6,0.03,7,2,494.0,0
66,6758.0,67,0.48,1,2,392.0,0
54,4160.0,34,0.94,7,0,338.0,0
22,2461.0,33,0.41,5,0,318.0,0
69,4710.0,61,0.24,4,0,370.0,0
62,4633.0,25,0.66,4,0,331.0,0
43,6617.0,1,0.49,8,0,406.0,0
44,7909.0,87,0.33,3,1,441.0,0
23,5817.0,13,0.8,6,0,459.0,0
30,3451.0,43,0.88,8,0,321.0,0
45,6170.0,20,0.43,1,0,442.0,0
28,5171.0,41,0.07,6,0,508.0,0
33,3742.0,40,0.98,6,1,252.0,0
36,3297.0,21,0.56,2,1,296.0,0
44,5662.0,27,0.55,5,0,396.0,0
64,3605.0,85,0.32,7,0,399.0,0
56,3630.0,71,0.14,6,1,378.0,0
49,7706.0,16,0.25,2,0,515.0,0
31,4027.0,92,0.17,3,1,308.0,0
21,3877.0,64,0.3,4,0,354.0,0
43,6415.0,12,0.69,5,0,437.0,0
47,3960.0,73,0.06,1,1,403.0,0
54,6981.0,19,0.06,9,0,493.0,0
39,1910.0,11,0.92,4,1,185.0,1
20,5047.0,32,0.89,7,1,309.0,0
22,4505.0,15,0.66,2,1,371.0,0
38,7705.0,97,0.76,7,0,385.0,0
54,3663.0,78,0.8,2,1,296.0,0
29,4773.0,41,0.84,7,2,288.0,1
41,6514.0,58,0.22,3,1,391.0,0
42,5164.0,30,0.52,6,0,437.0,0
48,6230.0,85,0.75,2,2,301.0,0
66,1985.0,28,0.57,2,1,282.0,1
60,1500.0,87,0.7,6,0,270.0,1
55,2011.0,60,0.46,8,0,298.0,0
50,6011.0,4,0.54,1,0,425.0,0
56,4388.0,66,0.25,3,2,332.0,0
63,1963.0,35,0.77,9,0,245.0,1
38,7577.0,28,0.08,9,0,475.0,0
27,5785.0,81,1.0,9,0,327.0,0
42,1798.0,47,0.53,1,0,320.0,0
32,4164.0,82,0.63,3,1,321.0,0
41,3917.0,58,0.35,1,1,315.0,0
30,5515.0,21,0.29,7,0,453.0,0
67,4258.0,58,0.07,5,0,449.0,0
50,6220.0,89,0.38,7,1,384.0,0
65,6031.0,11,0.26,7,0,390.0,0
49,4918.0,28,0.86,1,2,327.0,0
22,3913.0,23,0.85,6,2,189.0,1
61,1989.0,78,0.19,3,2,234.0,0
65,3473.0,52,0.31,9,0,403.0,0
49,6879.0,67,0.69,4,0,445.0,0
49,3167.0,23,0.96,8,1,226.0,1
45,3370.0,12,0.74,8,0,336.0,0
28,6528.0,13,0.18,8,0,466.0,0
49,7382.0,68,0.24,7,0,517.0,0
68,4624.0,90,0.04,8,1,329.0,0
67,3728.0,20,0.12,1,0,429.0,0
51,2581.0,60,0.63,4,0,320.0,0
64,6555.0,97,0.65,1,0,386.0,0
25,6451.0,85,0.56,3,3,309.0,0
69,1500.0,56,0.57,2,0,334.0,0
62,6457.0,42,0.42,4,1,417.0,0
67,1894.0,5,0.64,2,0,335.0,0
44,6685.0,10,0.13,1,2,387.0,0
48,8593.0,8,0.3,6,1,468.0,0
33,4904.0,15,0.81,2,0,334.0,0
25,3160.0,2,0.13,7,2,271.0,1
33,6722.0,94,0.54,5,0,441.0,0
58,4960.0,34,0.98,8,0,383.0,0
56,3047.0,90,0.12,3,0,376.0,0
42,6205.0,8,0.28,9,1,371.0,0
32,7980.0,85,0.83,6,1,440.0,0
47,6415.0,96,0.31,6,0,453.0,0
61,4968.0,44,0.17,8,1,377.0,0
37,7880.0,94,0.45,7,1,439.0,0
49,5351.0,17,0.39,2,2,316.0,0
21,4800.0,73,0.1,3,1,400.0,0
38,7430.0,88,0.17,5,0,549.0,0
54,4620.0,79,0.35,3,0,405.0,0
59,5547.0,86,0.64,9,0,424.0,0
51,2897.0,8,0.44,1,0,407.0,0
37,6701.0,4,0.92,9,1,399.0,0
51,4203.0,47,0.59,6,0,328.0,0
35,4655.0,96,0.94,5,1,273.0,1
35,8093.0,59,0.91,1,1,388.0,0
33,5051.0,80,0.1,6,1,412.0,0
62,3820.0,92,0.1,5,2,344.0,0
54,6264.0,54,0.53,4,0,476.0,0
50,6040.0,70,0.65,1,1,375.0,0
27,3316.0,32,0.51,3,0,307.0,0
52,5686.0,9,0.62,4,0,424.0,0
29,4951.0,4,0.76,2,0,388.0,0
59,3746.0,97,0.86,1,1,308.0,0
30,6224.0,46,0.77,6,0,412.0,0
51,4944.0,17,0.07,9,1,379.0,0
39,4157.0,54,0.69,7,0,400.0,0
37,7646.0,18,0.58,9,0,453.0,0
55,4331.0,22,0.4,2,0,358.0,0
34,3406.0,2,0.93,9,1,296.0,0
55,4090.0,57,0.75,3,1,299.0,0
21,8365.0,37,0.96,9,0,472.0,0
55,2428.0,64,0.81,7,0,298.0,0
61,3126.0,14,0.44,8,0,375.0,0
63,8461.0,23,0.87,4,2,391.0,0
66,3788.0,66,0.12,9,0,361.0,0
51,7894.0,26,0.66,7,1,374.0,0
54,1941.0,94,0.78,5,1,217.0,0
59,5755.0,61,0.97,2,2,303.0,0
42,1764.0,88,0.64,8,1,208.0,1
53,4595.0,19,0.11,5,0,415.0,0
26,5844.0,65,0.91,8,1,321.0,0
51,1500.0,91,0.45,7,0,279.0,1
43,1500.0,65,0.79,2,1,188.0,1
48,5247.0,15,0.68,3,1,329.0,0
54,6228.0,29,0.56,1,1,357.0,0
36,3351.0,71,0.1,5,0,433.0,0
59,4550.0,87,0.67,3,0,331.0,0
45,6728.0,15,0.51,1,0,482.0,0
45,4783.0,87,0.56,3,0,382.0,0
61,4097.0,98,0.76,5,0,323.0,0
28,8784.0,25,0.62,8,2,424.0,0
68,5693.0,42,0.94,8,2,282.0,1
67,8210.0,1,0.51,2,3,305.0,0
26,7143.0,70,0.38,6,0,425.0,0
44,1500.0,85,0.4,3,0,333.0,0
43,3248.0,82,0.89,9,1,265.0,1
63,6108.0,98,0.35,5,0,453.0,0
63,8634.0,27,0.99,9,1,432.0,0
48,2895.0,86,0.81,7,1,293.0,0
65,3809.0,48,0.01,8,1,385.0,0
20,7044.0,31,0.68,2,2,323.0,0
32,6490.0,33,0.91,5,1,317.0,0
66,2698.0,22,0.21,9,0,371.0,0
39,5374.0,34,0.42,1,0,464.0,0
29,5356.0,37,0.47,7,0,478.0,0
41,5772.0,7,0.22,7,1,402.0,0
68,1500.0,78,0.63,9,1,267.0,1
32,3408.0,14,0.38,2,0,340.0,0
58,6277.0,29,0.16,7,1,402.0,0
52,7674.0,45,0.59,3,0,511.0,0
31,6080.0,99,1.0,1,0,381.0,0
61,4500.0,10,0.64,8,0,355.0,0
62,1548.0,76,0.65,6,0,263.0,1
64,2628.0,9,0.5,8,1,230.0,1
52,5069.0,31,0.07,4,0,477.0,0
24,3577.0,92,0.36,7,1,297.0,0
38,4614.0,3,0.11,1,0,380.0,0
62,8204.0,17,0.74,4,1,397.0,0
